show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,genre
s4755,TV Show,Welcome to the Family,Not Given,Spain,2018-07-27,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2018,7,TV Dramas
s4759,TV Show,Amazing Interiors,Not Given,United Kingdom,2018-07-20,2018,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",2018,7,British TV Shows
s4759,TV Show,Amazing Interiors,Not Given,United Kingdom,2018-07-20,2018,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",2018,7,International TV Shows
s4759,TV Show,Amazing Interiors,Not Given,United Kingdom,2018-07-20,2018,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",2018,7,Reality TV
s4760,TV Show,Dark Tourist,Not Given,New Zealand,2018-07-20,2018,TV-MA,1 Season,"Docuseries, International TV Shows",2018,7,Docuseries
s4760,TV Show,Dark Tourist,Not Given,New Zealand,2018-07-20,2018,TV-MA,1 Season,"Docuseries, International TV Shows",2018,7,International TV Shows
s4762,Movie,Father of the Year,Not Given,United States,2018-07-20,2018,TV-MA,95 min,Comedies,2018,7,Comedies
s4763,TV Show,Home: Adventures with Tip & Oh,Not Given,United States,2018-07-20,2018,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",2018,7,Kids' TV
s4763,TV Show,Home: Adventures with Tip & Oh,Not Given,United States,2018-07-20,2018,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",2018,7,TV Comedies
s4764,TV Show,Jimmy: The True Story of a True Idiot,Not Given,Japan,2018-07-20,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2018,7,International TV Shows
s4764,TV Show,Jimmy: The True Story of a True Idiot,Not Given,Japan,2018-07-20,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2018,7,TV Comedies
s4764,TV Show,Jimmy: The True Story of a True Idiot,Not Given,Japan,2018-07-20,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2018,7,TV Dramas
s4765,TV Show,Luna Petunia: Return to Amazia,Not Given,Canada,2018-07-20,2018,TV-Y,2 Seasons,Kids' TV,2018,7,Kids' TV
s4767,Movie,El club de los buenos infieles,Not Given,Spain,2018-07-19,2018,TV-MA,85 min,"Comedies, International Movies",2018,7,Comedies
s4767,Movie,El club de los buenos infieles,Not Given,Spain,2018-07-19,2018,TV-MA,85 min,"Comedies, International Movies",2018,7,International Movies
s4772,TV Show,The Joel McHale Show with Joel McHale,Not Given,United States,2018-07-15,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,7,Stand-Up Comedy & Talk Shows
s4772,TV Show,The Joel McHale Show with Joel McHale,Not Given,United States,2018-07-15,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,7,TV Comedies
s4773,TV Show,Meteor Garden,Not Given,China,2018-07-14,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018,7,International TV Shows
s4773,TV Show,Meteor Garden,Not Given,China,2018-07-14,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018,7,Romantic TV Shows
s4773,TV Show,Meteor Garden,Not Given,China,2018-07-14,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018,7,TV Dramas
s4777,TV Show,Mossad 101,Not Given,Israel,2018-07-11,2017,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",2018,7,International TV Shows
s4777,TV Show,Mossad 101,Not Given,Israel,2018-07-11,2017,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",2018,7,TV Action & Adventure
s4777,TV Show,Mossad 101,Not Given,Israel,2018-07-11,2017,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",2018,7,TV Dramas
s4779,TV Show,Drug Lords,Not Given,United States,2018-07-10,2018,TV-MA,2 Seasons,"Crime TV Shows, Docuseries",2018,7,Crime TV Shows
s4779,TV Show,Drug Lords,Not Given,United States,2018-07-10,2018,TV-MA,2 Seasons,"Crime TV Shows, Docuseries",2018,7,Docuseries
s4781,TV Show,First Team: Juventus,Not Given,United States,2018-07-06,2018,TV-PG,2 Seasons,"Docuseries, International TV Shows",2018,7,Docuseries
s4781,TV Show,First Team: Juventus,Not Given,United States,2018-07-06,2018,TV-PG,2 Seasons,"Docuseries, International TV Shows",2018,7,International TV Shows
s4816,TV Show,Borges,Not Given,Brazil,2018-06-25,2018,TV-MA,1 Season,"International TV Shows, TV Comedies",2018,6,International TV Shows
s4816,TV Show,Borges,Not Given,Brazil,2018-06-25,2018,TV-MA,1 Season,"International TV Shows, TV Comedies",2018,6,TV Comedies
s4799,TV Show,NCIS,Not Given,United States,2018-07-01,2017,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",2018,7,Crime TV Shows
s4799,TV Show,NCIS,Not Given,United States,2018-07-01,2017,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",2018,7,TV Dramas
s4799,TV Show,NCIS,Not Given,United States,2018-07-01,2017,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",2018,7,TV Mysteries
s4805,TV Show,Somewhere Between,Not Given,United States,2018-06-30,2017,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",2018,6,Crime TV Shows
s4805,TV Show,Somewhere Between,Not Given,United States,2018-06-30,2017,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",2018,6,TV Dramas
s4805,TV Show,Somewhere Between,Not Given,United States,2018-06-30,2017,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",2018,6,TV Mysteries
s4808,TV Show,Churchill’s Secret Agents: The New Recruits,Not Given,United Kingdom,2018-06-29,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",2018,6,British TV Shows
s4808,TV Show,Churchill’s Secret Agents: The New Recruits,Not Given,United Kingdom,2018-06-29,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",2018,6,International TV Shows
s4808,TV Show,Churchill’s Secret Agents: The New Recruits,Not Given,United Kingdom,2018-06-29,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",2018,6,Reality TV
s4810,TV Show,Kiss Me First,Not Given,United Kingdom,2018-06-29,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2018,6,British TV Shows
s4810,TV Show,Kiss Me First,Not Given,United Kingdom,2018-06-29,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2018,6,Crime TV Shows
s4810,TV Show,Kiss Me First,Not Given,United Kingdom,2018-06-29,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2018,6,International TV Shows
s4814,TV Show,Hotel Transylvania,Not Given,United States,2018-06-26,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",2018,6,Kids' TV
s4814,TV Show,Hotel Transylvania,Not Given,United States,2018-06-26,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",2018,6,TV Comedies
s4822,TV Show,Marvel's Luke Cage,Not Given,United States,2018-06-22,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",2018,6,Crime TV Shows
s4822,TV Show,Marvel's Luke Cage,Not Given,United States,2018-06-22,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",2018,6,TV Action & Adventure
s4822,TV Show,Marvel's Luke Cage,Not Given,United States,2018-06-22,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",2018,6,TV Dramas
s4825,TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,Not Given,United States,2018-06-18,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2018,6,International TV Shows
s4825,TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,Not Given,United States,2018-06-18,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2018,6,Spanish-Language TV Shows
s4825,TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,Not Given,United States,2018-06-18,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2018,6,TV Comedies
s4839,TV Show,Dinosaur King,Not Given,Japan,2018-06-02,2008,TV-Y7,2 Seasons,"Anime Series, Kids' TV",2018,6,Anime Series
s4839,TV Show,Dinosaur King,Not Given,Japan,2018-06-02,2008,TV-Y7,2 Seasons,"Anime Series, Kids' TV",2018,6,Kids' TV
s4842,TV Show,November 13: Attack on Paris,Not Given,France,2018-06-01,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2018,6,Crime TV Shows
s4842,TV Show,November 13: Attack on Paris,Not Given,France,2018-06-01,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2018,6,Docuseries
s4842,TV Show,November 13: Attack on Paris,Not Given,France,2018-06-01,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2018,6,International TV Shows
s4845,TV Show,Unbreakable Kimmy Schmidt,Not Given,United States,2018-05-30,2019,TV-14,4 Seasons,TV Comedies,2018,5,TV Comedies
s4846,TV Show,Arrested Development,Not Given,United States,2018-05-29,2019,TV-MA,5 Seasons,TV Comedies,2018,5,TV Comedies
s4847,TV Show,The Break with Michelle Wolf,Not Given,United States,2018-05-27,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,5,Stand-Up Comedy & Talk Shows
s4847,TV Show,The Break with Michelle Wolf,Not Given,United States,2018-05-27,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,5,TV Comedies
s4849,TV Show,Something in the Rain,Not Given,South Korea,2018-05-26,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2018,5,International TV Shows
s4849,TV Show,Something in the Rain,Not Given,South Korea,2018-05-26,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2018,5,Korean TV Shows
s4849,TV Show,Something in the Rain,Not Given,South Korea,2018-05-26,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2018,5,Romantic TV Shows
s4853,TV Show,Trollhunters,Not Given,United States,2018-05-25,2018,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",2018,5,Kids' TV
s4853,TV Show,Trollhunters,Not Given,United States,2018-05-25,2018,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",2018,5,TV Action & Adventure
s4853,TV Show,Trollhunters,Not Given,United States,2018-05-25,2018,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",2018,5,TV Sci-Fi & Fantasy
s4854,TV Show,Mob Psycho 100,Not Given,Japan,2018-05-22,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",2018,5,International TV Shows
s4854,TV Show,Mob Psycho 100,Not Given,Japan,2018-05-22,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",2018,5,TV Action & Adventure
s4854,TV Show,Mob Psycho 100,Not Given,Japan,2018-05-22,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",2018,5,TV Comedies
s4858,TV Show,Inspector Gadget,Not Given,Canada,2018-05-18,2017,TV-Y7,4 Seasons,"Crime TV Shows, Kids' TV, TV Comedies",2018,5,Crime TV Shows
s4858,TV Show,Inspector Gadget,Not Given,Canada,2018-05-18,2017,TV-Y7,4 Seasons,"Crime TV Shows, Kids' TV, TV Comedies",2018,5,Kids' TV
s4858,TV Show,Inspector Gadget,Not Given,Canada,2018-05-18,2017,TV-Y7,4 Seasons,"Crime TV Shows, Kids' TV, TV Comedies",2018,5,TV Comedies
s4863,TV Show,Saint Seiya: The Lost Canvas,Not Given,Japan,2018-05-15,2009,TV-MA,1 Season,"Anime Series, International TV Shows",2018,5,Anime Series
s4863,TV Show,Saint Seiya: The Lost Canvas,Not Given,Japan,2018-05-15,2009,TV-MA,1 Season,"Anime Series, International TV Shows",2018,5,International TV Shows
s5001,TV Show,Flint Town,Not Given,United States,2018-03-02,2018,TV-MA,1 Season,"Docuseries, Science & Nature TV",2018,3,Docuseries
s5001,TV Show,Flint Town,Not Given,United States,2018-03-02,2018,TV-MA,1 Season,"Docuseries, Science & Nature TV",2018,3,Science & Nature TV
s4866,TV Show,Bill Nye Saves the World,Not Given,United States,2018-05-11,2018,TV-14,3 Seasons,Stand-Up Comedy & Talk Shows,2018,5,Stand-Up Comedy & Talk Shows
s4870,TV Show,The Who Was? Show,Not Given,United States,2018-05-11,2018,TV-PG,1 Season,"Kids' TV, TV Comedies",2018,5,Kids' TV
s4870,TV Show,The Who Was? Show,Not Given,United States,2018-05-11,2018,TV-PG,1 Season,"Kids' TV, TV Comedies",2018,5,TV Comedies
s4875,TV Show,A Little Help with Carol Burnett,Not Given,United States,2018-05-04,2018,TV-G,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,5,Stand-Up Comedy & Talk Shows
s4875,TV Show,A Little Help with Carol Burnett,Not Given,United States,2018-05-04,2018,TV-G,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,5,TV Comedies
s4880,TV Show,Kong: King of the Apes,Not Given,United States,2018-05-04,2018,TV-Y7,2 Seasons,Kids' TV,2018,5,Kids' TV
s4896,Movie,Pocoyo Halloween: Space Halloween,Not Given,United States,2018-05-01,2015,TV-Y,40 min,Movies,2018,5,Movies
s4899,TV Show,Simon,Not Given,France,2018-05-01,2016,TV-Y,1 Season,Kids' TV,2018,5,Kids' TV
s4904,TV Show,Black Crows,Not Given,Saudi Arabia,2018-04-30,2017,TV-14,1 Season,"International TV Shows, TV Dramas",2018,4,International TV Shows
s4904,TV Show,Black Crows,Not Given,Saudi Arabia,2018-04-30,2017,TV-14,1 Season,"International TV Shows, TV Dramas",2018,4,TV Dramas
s4925,TV Show,Charité,Not Given,Germany,2018-04-19,2017,TV-MA,1 Season,"International TV Shows, TV Dramas",2018,4,International TV Shows
s4925,TV Show,Charité,Not Given,Germany,2018-04-19,2017,TV-MA,1 Season,"International TV Shows, TV Dramas",2018,4,TV Dramas
s4926,TV Show,The Chalet,Not Given,France,2018-04-17,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,4,Crime TV Shows
s4926,TV Show,The Chalet,Not Given,France,2018-04-17,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,4,International TV Shows
s4926,TV Show,The Chalet,Not Given,France,2018-04-17,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,4,TV Dramas
s4927,TV Show,The Honeymoon Stand Up Special,Not Given,United States,2018-04-17,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,4,Stand-Up Comedy & Talk Shows
s4927,TV Show,The Honeymoon Stand Up Special,Not Given,United States,2018-04-17,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,4,TV Comedies
s4931,TV Show,The Magic School Bus Rides Again,Not Given,United States,2018-04-13,2018,TV-Y,2 Seasons,Kids' TV,2018,4,Kids' TV
s4934,TV Show,AMO,Not Given,Philippines,2018-04-09,2017,TV-MA,1 Season,"International TV Shows, TV Dramas",2018,4,International TV Shows
s4934,TV Show,AMO,Not Given,Philippines,2018-04-09,2017,TV-MA,1 Season,"International TV Shows, TV Dramas",2018,4,TV Dramas
s4942,TV Show,Troy,Not Given,United Kingdom,2018-04-06,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",2018,4,British TV Shows
s4942,TV Show,Troy,Not Given,United Kingdom,2018-04-06,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",2018,4,International TV Shows
s4942,TV Show,Troy,Not Given,United Kingdom,2018-04-06,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",2018,4,Romantic TV Shows
s4943,TV Show,Wakfu,Not Given,France,2018-04-06,2017,TV-PG,3 Seasons,Kids' TV,2018,4,Kids' TV
s4947,TV Show,Star Trek: The Next Generation,Not Given,United States,2018-04-02,1993,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",2018,4,TV Action & Adventure
s4947,TV Show,Star Trek: The Next Generation,Not Given,United States,2018-04-02,1993,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",2018,4,TV Sci-Fi & Fantasy
s4950,TV Show,Fallet,Not Given,Sweden,2018-04-01,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",2018,4,Crime TV Shows
s4950,TV Show,Fallet,Not Given,Sweden,2018-04-01,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",2018,4,International TV Shows
s4950,TV Show,Fallet,Not Given,Sweden,2018-04-01,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",2018,4,TV Comedies
s4952,TV Show,Loaded,Not Given,United Kingdom,2018-04-01,2017,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",2018,4,British TV Shows
s4952,TV Show,Loaded,Not Given,United Kingdom,2018-04-01,2017,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",2018,4,International TV Shows
s4952,TV Show,Loaded,Not Given,United Kingdom,2018-04-01,2017,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",2018,4,TV Comedies
s4958,TV Show,Doctor Foster,Not Given,United Kingdom,2018-03-31,2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",2018,3,British TV Shows
s4958,TV Show,Doctor Foster,Not Given,United Kingdom,2018-03-31,2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",2018,3,International TV Shows
s4958,TV Show,Doctor Foster,Not Given,United Kingdom,2018-03-31,2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",2018,3,Romantic TV Shows
s4962,TV Show,Rapture,Not Given,United States,2018-03-30,2018,TV-MA,1 Season,Docuseries,2018,3,Docuseries
s4965,TV Show,Trailer Park Boys,Not Given,Canada,2018-03-30,2018,TV-MA,12 Seasons,"Classic & Cult TV, Crime TV Shows, International TV Shows",2018,3,Classic & Cult TV
s4965,TV Show,Trailer Park Boys,Not Given,Canada,2018-03-30,2018,TV-MA,12 Seasons,"Classic & Cult TV, Crime TV Shows, International TV Shows",2018,3,Crime TV Shows
s4965,TV Show,Trailer Park Boys,Not Given,Canada,2018-03-30,2018,TV-MA,12 Seasons,"Classic & Cult TV, Crime TV Shows, International TV Shows",2018,3,International TV Shows
s4968,TV Show,Trump: An American Dream,Not Given,United Kingdom,2018-03-30,2018,TV-14,1 Season,Docuseries,2018,3,Docuseries
s4974,TV Show,Requiem,Not Given,United Kingdom,2018-03-23,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",2018,3,British TV Shows
s4974,TV Show,Requiem,Not Given,United Kingdom,2018-03-23,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",2018,3,International TV Shows
s4974,TV Show,Requiem,Not Given,United Kingdom,2018-03-23,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",2018,3,TV Dramas
s4977,TV Show,The Standups,Not Given,United States,2018-03-20,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,3,Stand-Up Comedy & Talk Shows
s4977,TV Show,The Standups,Not Given,United States,2018-03-20,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,3,TV Comedies
s4979,TV Show,Edha,Not Given,Argentina,2018-03-16,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2018,3,International TV Shows
s4979,TV Show,Edha,Not Given,Argentina,2018-03-16,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2018,3,Spanish-Language TV Shows
s4979,TV Show,Edha,Not Given,Argentina,2018-03-16,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2018,3,TV Dramas
s4981,TV Show,Wild Wild Country,Not Given,United States,2018-03-16,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries",2018,3,Crime TV Shows
s4981,TV Show,Wild Wild Country,Not Given,United States,2018-03-16,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries",2018,3,Docuseries
s4985,TV Show,Secret of the Nile,Not Given,Egypt,2018-03-15,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018,3,International TV Shows
s4985,TV Show,Secret of the Nile,Not Given,Egypt,2018-03-15,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018,3,Romantic TV Shows
s4985,TV Show,Secret of the Nile,Not Given,Egypt,2018-03-15,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018,3,TV Dramas
s4986,TV Show,Tabula Rasa,Not Given,Belgium,2018-03-15,2017,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2018,3,International TV Shows
s4986,TV Show,Tabula Rasa,Not Given,Belgium,2018-03-15,2017,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2018,3,TV Dramas
s4986,TV Show,Tabula Rasa,Not Given,Belgium,2018-03-15,2017,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2018,3,TV Mysteries
s4989,TV Show,Children of the Whales,Not Given,Japan,2018-03-13,2017,TV-14,1 Season,"Anime Series, International TV Shows",2018,3,Anime Series
s4989,TV Show,Children of the Whales,Not Given,Japan,2018-03-13,2017,TV-14,1 Season,"Anime Series, International TV Shows",2018,3,International TV Shows
s4993,TV Show,Collateral,Not Given,United Kingdom,2018-03-09,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2018,3,British TV Shows
s4993,TV Show,Collateral,Not Given,United Kingdom,2018-03-09,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2018,3,Crime TV Shows
s4993,TV Show,Collateral,Not Given,United Kingdom,2018-03-09,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2018,3,International TV Shows
s4995,TV Show,Bad Guys: Vile City,Not Given,South Korea,2018-03-08,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",2018,3,Crime TV Shows
s4995,TV Show,Bad Guys: Vile City,Not Given,South Korea,2018-03-08,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",2018,3,International TV Shows
s4995,TV Show,Bad Guys: Vile City,Not Given,South Korea,2018-03-08,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",2018,3,Korean TV Shows
s4998,TV Show,Borderliner,Not Given,Norway,2018-03-06,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,3,Crime TV Shows
s4998,TV Show,Borderliner,Not Given,Norway,2018-03-06,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,3,International TV Shows
s4998,TV Show,Borderliner,Not Given,Norway,2018-03-06,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,3,TV Dramas
s5005,TV Show,21 Thunder,Not Given,Canada,2018-03-01,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,3,Crime TV Shows
s5005,TV Show,21 Thunder,Not Given,Canada,2018-03-01,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,3,International TV Shows
s5005,TV Show,21 Thunder,Not Given,Canada,2018-03-01,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,3,TV Dramas
s5006,Movie,Adel Karam: Live from Beirut,Not Given,United States,2018-03-01,2018,TV-MA,59 min,Stand-Up Comedy,2018,3,Stand-Up Comedy
s5024,Movie,Derren Brown: The Push,Not Given,United Kingdom,2018-02-27,2018,TV-MA,69 min,Movies,2018,2,Movies
s5027,TV Show,Best Lover,Not Given,South Korea,2018-02-23,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2018,2,International TV Shows
s5027,TV Show,Best Lover,Not Given,South Korea,2018-02-23,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2018,2,Romantic TV Shows
s5027,TV Show,Best Lover,Not Given,South Korea,2018-02-23,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2018,2,TV Comedies
s5028,TV Show,Marseille,Not Given,France,2018-02-23,2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers",2018,2,International TV Shows
s5028,TV Show,Marseille,Not Given,France,2018-02-23,2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers",2018,2,TV Dramas
s5028,TV Show,Marseille,Not Given,France,2018-02-23,2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers",2018,2,TV Thrillers
s5030,TV Show,Seven Seconds,Not Given,United States,2018-02-23,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas",2018,2,Crime TV Shows
s5030,TV Show,Seven Seconds,Not Given,United States,2018-02-23,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas",2018,2,TV Dramas
s5031,TV Show,Hitler's Circle of Evil,Not Given,United Kingdom,2018-02-22,2017,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",2018,2,British TV Shows
s5031,TV Show,Hitler's Circle of Evil,Not Given,United Kingdom,2018-02-22,2017,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",2018,2,Docuseries
s5031,TV Show,Hitler's Circle of Evil,Not Given,United Kingdom,2018-02-22,2017,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",2018,2,International TV Shows
s5033,TV Show,The Frankenstein Chronicles,Not Given,United Kingdom,2018-02-20,2017,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",2018,2,British TV Shows
s5033,TV Show,The Frankenstein Chronicles,Not Given,United Kingdom,2018-02-20,2017,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",2018,2,Crime TV Shows
s5033,TV Show,The Frankenstein Chronicles,Not Given,United Kingdom,2018-02-20,2017,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",2018,2,International TV Shows
s5036,TV Show,Dragons: Race to the Edge,Not Given,United States,2018-02-16,2018,TV-Y7,6 Seasons,"Kids' TV, TV Action & Adventure",2018,2,Kids' TV
s5036,TV Show,Dragons: Race to the Edge,Not Given,United States,2018-02-16,2018,TV-Y7,6 Seasons,"Kids' TV, TV Action & Adventure",2018,2,TV Action & Adventure
s5037,TV Show,Everything Sucks!,Not Given,United States,2018-02-16,2018,TV-14,1 Season,"TV Comedies, TV Dramas, Teen TV Shows",2018,2,TV Comedies
s5037,TV Show,Everything Sucks!,Not Given,United States,2018-02-16,2018,TV-14,1 Season,"TV Comedies, TV Dramas, Teen TV Shows",2018,2,TV Dramas
s5037,TV Show,Everything Sucks!,Not Given,United States,2018-02-16,2018,TV-14,1 Season,"TV Comedies, TV Dramas, Teen TV Shows",2018,2,Teen TV Shows
s5039,TV Show,Re:Mind,Not Given,Japan,2018-02-15,2017,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2018,2,International TV Shows
s5039,TV Show,Re:Mind,Not Given,Japan,2018-02-15,2017,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2018,2,TV Dramas
