show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,genre
s1,Movie,Dick Johnson Is Dead,Kirsten Johnson,United States,2021-09-25,2020,PG-13,90 min,Documentaries,2021,9,Documentaries
s3,TV Show,Ganglands,Julien Leclercq,France,2021-09-24,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",2021,9,Crime TV Shows
s3,TV Show,Ganglands,Julien Leclercq,France,2021-09-24,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",2021,9,International TV Shows
s3,TV Show,Ganglands,Julien Leclercq,France,2021-09-24,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",2021,9,TV Action & Adventure
s6,TV Show,Midnight Mass,Mike Flanagan,United States,2021-09-24,2021,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",2021,9,TV Dramas
s6,TV Show,Midnight Mass,Mike Flanagan,United States,2021-09-24,2021,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",2021,9,TV Horror
s6,TV Show,Midnight Mass,Mike Flanagan,United States,2021-09-24,2021,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",2021,9,TV Mysteries
s14,Movie,Confessions of an Invisible Girl,Bruno Garotti,Brazil,2021-09-22,2021,TV-PG,91 min,"Children & Family Movies, Comedies",2021,9,Children & Family Movies
s14,Movie,Confessions of an Invisible Girl,Bruno Garotti,Brazil,2021-09-22,2021,TV-PG,91 min,"Children & Family Movies, Comedies",2021,9,Comedies
s8,Movie,Sankofa,Haile Gerima,United States,2021-09-24,1993,TV-MA,125 min,"Dramas, Independent Movies, International Movies",2021,9,Dramas
s8,Movie,Sankofa,Haile Gerima,United States,2021-09-24,1993,TV-MA,125 min,"Dramas, Independent Movies, International Movies",2021,9,Independent Movies
s8,Movie,Sankofa,Haile Gerima,United States,2021-09-24,1993,TV-MA,125 min,"Dramas, Independent Movies, International Movies",2021,9,International Movies
s9,TV Show,The Great British Baking Show,Andy Devonshire,United Kingdom,2021-09-24,2021,TV-14,9 Seasons,"British TV Shows, Reality TV",2021,9,British TV Shows
s9,TV Show,The Great British Baking Show,Andy Devonshire,United Kingdom,2021-09-24,2021,TV-14,9 Seasons,"British TV Shows, Reality TV",2021,9,Reality TV
s10,Movie,The Starling,Theodore Melfi,United States,2021-09-24,2021,PG-13,104 min,"Comedies, Dramas",2021,9,Comedies
s10,Movie,The Starling,Theodore Melfi,United States,2021-09-24,2021,PG-13,104 min,"Comedies, Dramas",2021,9,Dramas
s939,Movie,Motu Patlu in the Game of Zones,Suhas Kadav,India,2021-05-01,2019,TV-Y7,87 min,"Children & Family Movies, Comedies, Music & Musicals",2021,5,Children & Family Movies
s939,Movie,Motu Patlu in the Game of Zones,Suhas Kadav,India,2021-05-01,2019,TV-Y7,87 min,"Children & Family Movies, Comedies, Music & Musicals",2021,5,Comedies
s939,Movie,Motu Patlu in the Game of Zones,Suhas Kadav,India,2021-05-01,2019,TV-Y7,87 min,"Children & Family Movies, Comedies, Music & Musicals",2021,5,Music & Musicals
s13,Movie,Je Suis Karl,Christian Schwochow,Germany,2021-09-23,2021,TV-MA,127 min,"Dramas, International Movies",2021,9,Dramas
s13,Movie,Je Suis Karl,Christian Schwochow,Germany,2021-09-23,2021,TV-MA,127 min,"Dramas, International Movies",2021,9,International Movies
s940,Movie,Motu Patlu in Wonderland,Suhas Kadav,India,2021-05-01,2013,TV-Y7,76 min,"Children & Family Movies, Music & Musicals",2021,5,Children & Family Movies
s940,Movie,Motu Patlu in Wonderland,Suhas Kadav,India,2021-05-01,2013,TV-Y7,76 min,"Children & Family Movies, Music & Musicals",2021,5,Music & Musicals
s941,Movie,Motu Patlu: Deep Sea Adventure,Suhas Kadav,India,2021-05-01,2014,TV-Y7,76 min,"Children & Family Movies, Comedies",2021,5,Children & Family Movies
s941,Movie,Motu Patlu: Deep Sea Adventure,Suhas Kadav,India,2021-05-01,2014,TV-Y7,76 min,"Children & Family Movies, Comedies",2021,5,Comedies
s942,Movie,Motu Patlu: Mission Moon,Suhas Kadav,India,2021-05-01,2013,TV-Y7,71 min,"Children & Family Movies, Comedies",2021,5,Children & Family Movies
s942,Movie,Motu Patlu: Mission Moon,Suhas Kadav,India,2021-05-01,2013,TV-Y7,71 min,"Children & Family Movies, Comedies",2021,5,Comedies
s852,Movie,99 Songs (Tamil),Not Given,Pakistan,2021-05-21,2021,TV-14,131 min,"Dramas, International Movies, Music & Musicals",2021,5,Dramas
s852,Movie,99 Songs (Tamil),Not Given,Pakistan,2021-05-21,2021,TV-14,131 min,"Dramas, International Movies, Music & Musicals",2021,5,International Movies
s852,Movie,99 Songs (Tamil),Not Given,Pakistan,2021-05-21,2021,TV-14,131 min,"Dramas, International Movies, Music & Musicals",2021,5,Music & Musicals
s471,Movie,Bridgerton - The Afterparty,"Krysia Plonka, Kristian Mercado",United States,2021-07-13,2021,TV-14,39 min,Movies,2021,7,Movies
s730,Movie,Bling Empire - The Afterparty,"Krysia Plonka, Kristian Mercado",United States,2021-06-12,2021,TV-MA,36 min,Movies,2021,6,Movies
s731,Movie,Cobra Kai - The Afterparty,"Krysia Plonka, Kristian Mercado",United States,2021-06-12,2021,TV-MA,34 min,Movies,2021,6,Movies
s913,Movie,The Circle - The Afterparty,"Krysia Plonka, Kristian Mercado",United States,2021-05-07,2021,TV-14,35 min,Comedies,2021,5,Comedies
s4,TV Show,Jailbirds New Orleans,Not Given,Pakistan,2021-09-24,2021,TV-MA,1 Season,"Docuseries, Reality TV",2021,9,Docuseries
s4,TV Show,Jailbirds New Orleans,Not Given,Pakistan,2021-09-24,2021,TV-MA,1 Season,"Docuseries, Reality TV",2021,9,Reality TV
s15,TV Show,Crime Stories: India Detectives,Not Given,Pakistan,2021-09-22,2021,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",2021,9,British TV Shows
s15,TV Show,Crime Stories: India Detectives,Not Given,Pakistan,2021-09-22,2021,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",2021,9,Crime TV Shows
s15,TV Show,Crime Stories: India Detectives,Not Given,Pakistan,2021-09-22,2021,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",2021,9,Docuseries
s3232,Movie,True: Winter Wishes,"Mark Thornton, Todd Kauffman",United States,2019-11-26,2019,TV-Y,46 min,Children & Family Movies,2019,11,Children & Family Movies
s4832,TV Show,True: Magical Friends,"Mark Thornton, Todd Kauffman",United States,2018-06-15,2018,TV-Y,1 Season,Kids' TV,2018,6,Kids' TV
s4833,TV Show,True: Wonderful Wishes,"Mark Thornton, Todd Kauffman",United States,2018-06-15,2018,TV-Y,1 Season,Kids' TV,2018,6,Kids' TV
s4857,TV Show,Dance & Sing with True,"Mark Thornton, Todd Kauffman",United States,2018-05-18,2018,TV-Y,1 Season,Kids' TV,2018,5,Kids' TV
s7,Movie,My Little Pony: A New Generation,"Robert Cullen, José Luis Ucha",Not Given,2021-09-24,2021,PG,91 min,Children & Family Movies,2021,9,Children & Family Movies
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Not Given,2021-09-23,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",2021,9,Crime TV Shows
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Not Given,2021-09-23,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",2021,9,International TV Shows
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Not Given,2021-09-23,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",2021,9,TV Action & Adventure
s17,Movie,Europe's Most Dangerous Man: Otto Skorzeny in Spain,"Pedro de Echave García, Pablo Azorín Williams",Not Given,2021-09-22,2020,TV-MA,67 min,"Documentaries, International Movies",2021,9,Documentaries
s17,Movie,Europe's Most Dangerous Man: Otto Skorzeny in Spain,"Pedro de Echave García, Pablo Azorín Williams",Not Given,2021-09-22,2020,TV-MA,67 min,"Documentaries, International Movies",2021,9,International Movies
s7930,Movie,Samudri Lootere,Anirban Majumder,Not Given,2019-06-18,2018,TV-Y,65 min,Children & Family Movies,2019,6,Children & Family Movies
s21,TV Show,Monsters Inside: The 24 Faces of Billy Milligan,Olivier Megaton,United States,2021-09-22,2021,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2021,9,Crime TV Shows
s21,TV Show,Monsters Inside: The 24 Faces of Billy Milligan,Olivier Megaton,United States,2021-09-22,2021,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2021,9,Docuseries
s21,TV Show,Monsters Inside: The 24 Faces of Billy Milligan,Olivier Megaton,United States,2021-09-22,2021,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2021,9,International TV Shows
s24,Movie,Go! Go! Cory Carson: Chrissy Takes the Wheel,"Alex Woo, Stanley Moore",United States,2021-09-21,2021,TV-Y,61 min,Children & Family Movies,2021,9,Children & Family Movies
s25,Movie,Jeans,S. Shankar,India,2021-09-21,1998,TV-14,166 min,"Comedies, International Movies, Romantic Movies",2021,9,Comedies
s25,Movie,Jeans,S. Shankar,India,2021-09-21,1998,TV-14,166 min,"Comedies, International Movies, Romantic Movies",2021,9,International Movies
s25,Movie,Jeans,S. Shankar,India,2021-09-21,1998,TV-14,166 min,"Comedies, International Movies, Romantic Movies",2021,9,Romantic Movies
s28,Movie,Grown Ups,Dennis Dugan,United States,2021-09-20,2010,PG-13,103 min,Comedies,2021,9,Comedies
s29,Movie,Dark Skies,Scott Stewart,United States,2021-09-19,2013,PG-13,97 min,"Horror Movies, Sci-Fi & Fantasy",2021,9,Horror Movies
s29,Movie,Dark Skies,Scott Stewart,United States,2021-09-19,2013,PG-13,97 min,"Horror Movies, Sci-Fi & Fantasy",2021,9,Sci-Fi & Fantasy
s30,Movie,Paranoia,Robert Luketic,United States,2021-09-19,2013,PG-13,106 min,Thrillers,2021,9,Thrillers
s20,TV Show,Jaguar,Not Given,Pakistan,2021-09-22,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",2021,9,International TV Shows
s20,TV Show,Jaguar,Not Given,Pakistan,2021-09-22,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",2021,9,Spanish-Language TV Shows
s20,TV Show,Jaguar,Not Given,Pakistan,2021-09-22,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",2021,9,TV Action & Adventure
s32,TV Show,Chicago Party Aunt,Not Given,Pakistan,2021-09-17,2021,TV-MA,1 Season,TV Comedies,2021,9,TV Comedies
s34,TV Show,Squid Game,Not Given,Pakistan,2021-09-17,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers",2021,9,International TV Shows
s34,TV Show,Squid Game,Not Given,Pakistan,2021-09-17,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers",2021,9,TV Dramas
s34,TV Show,Squid Game,Not Given,Pakistan,2021-09-17,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers",2021,9,TV Thrillers
s35,TV Show,Tayo and Little Wizards,Not Given,Pakistan,2021-09-17,2020,TV-Y7,1 Season,Kids' TV,2021,9,Kids' TV
s75,TV Show,The World's Most Amazing Vacation Rentals,Not Given,Pakistan,2021-09-14,2021,TV-PG,2 Seasons,Reality TV,2021,9,Reality TV
s84,TV Show,Metal Shop Masters,Not Given,Pakistan,2021-09-10,2021,TV-MA,1 Season,Reality TV,2021,9,Reality TV
s86,TV Show,Pokémon Master Journeys: The Series,Not Given,Pakistan,2021-09-10,2021,TV-Y7,1 Season,"Anime Series, Kids' TV",2021,9,Anime Series
s86,TV Show,Pokémon Master Journeys: The Series,Not Given,Pakistan,2021-09-10,2021,TV-Y7,1 Season,"Anime Series, Kids' TV",2021,9,Kids' TV
s88,TV Show,Titipo Titipo,Not Given,Pakistan,2021-09-10,2019,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",2021,9,Kids' TV
s88,TV Show,Titipo Titipo,Not Given,Pakistan,2021-09-10,2019,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",2021,9,Korean TV Shows
s90,TV Show,Mighty Raju,Not Given,Pakistan,2021-09-09,2017,TV-Y7,4 Seasons,Kids' TV,2021,9,Kids' TV
s101,TV Show,Tobot Galaxy Detectives,Not Given,Pakistan,2021-09-07,2019,TV-Y7,2 Seasons,Kids' TV,2021,9,Kids' TV
s122,TV Show,Hotel Del Luna,Not Given,Pakistan,2021-09-02,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,9,International TV Shows
s122,TV Show,Hotel Del Luna,Not Given,Pakistan,2021-09-02,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,9,Romantic TV Shows
s122,TV Show,Hotel Del Luna,Not Given,Pakistan,2021-09-02,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,9,TV Comedies
s133,TV Show,Brave Animated Series,Not Given,Pakistan,2021-09-01,2021,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",2021,9,International TV Shows
s133,TV Show,Brave Animated Series,Not Given,Pakistan,2021-09-01,2021,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",2021,9,TV Action & Adventure
s133,TV Show,Brave Animated Series,Not Given,Pakistan,2021-09-01,2021,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",2021,9,TV Comedies
s148,TV Show,How to Be a Cowboy,Not Given,Pakistan,2021-09-01,2021,TV-PG,1 Season,Reality TV,2021,9,Reality TV
s166,TV Show,Oldsters,Not Given,Pakistan,2021-09-01,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2021,9,Crime TV Shows
s166,TV Show,Oldsters,Not Given,Pakistan,2021-09-01,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2021,9,International TV Shows
s166,TV Show,Oldsters,Not Given,Pakistan,2021-09-01,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2021,9,Spanish-Language TV Shows
s190,TV Show,Bread Barbershop,Not Given,Pakistan,2021-08-28,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",2021,8,Kids' TV
s190,TV Show,Bread Barbershop,Not Given,Pakistan,2021-08-28,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",2021,8,TV Comedies
s182,TV Show,Turning Point: 9/11 and the War on Terror,Not Given,Pakistan,2021-09-01,2021,TV-14,1 Season,Docuseries,2021,9,Docuseries
s187,TV Show,Hometown Cha-Cha-Cha,Not Given,Pakistan,2021-08-29,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,8,International TV Shows
s187,TV Show,Hometown Cha-Cha-Cha,Not Given,Pakistan,2021-08-29,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,8,Romantic TV Shows
s187,TV Show,Hometown Cha-Cha-Cha,Not Given,Pakistan,2021-08-29,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,8,TV Comedies
s188,TV Show,The Ingenuity of the Househusband,Not Given,Pakistan,2021-08-29,2021,TV-G,1 Season,"International TV Shows, TV Comedies",2021,8,International TV Shows
s188,TV Show,The Ingenuity of the Househusband,Not Given,Pakistan,2021-08-29,2021,TV-G,1 Season,"International TV Shows, TV Comedies",2021,8,TV Comedies
s27,Movie,Minsara Kanavu,Rajiv Menon,India,2021-09-21,1997,TV-PG,147 min,"Comedies, International Movies, Music & Musicals",2021,9,Comedies
s27,Movie,Minsara Kanavu,Rajiv Menon,India,2021-09-21,1997,TV-PG,147 min,"Comedies, International Movies, Music & Musicals",2021,9,International Movies
s27,Movie,Minsara Kanavu,Rajiv Menon,India,2021-09-21,1997,TV-PG,147 min,"Comedies, International Movies, Music & Musicals",2021,9,Music & Musicals
s19,Movie,Intrusion,Adam Salky,Not Given,2021-09-22,2021,TV-14,94 min,Thrillers,2021,9,Thrillers
s23,Movie,Avvai Shanmughi,K.S. Ravikumar,Not Given,2021-09-21,1996,TV-PG,161 min,"Comedies, International Movies",2021,9,Comedies
s23,Movie,Avvai Shanmughi,K.S. Ravikumar,Not Given,2021-09-21,1996,TV-PG,161 min,"Comedies, International Movies",2021,9,International Movies
s31,Movie,Ankahi Kahaniya,"Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary",Not Given,2021-09-17,2021,TV-14,111 min,"Dramas, Independent Movies, International Movies",2021,9,Dramas
s31,Movie,Ankahi Kahaniya,"Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary",Not Given,2021-09-17,2021,TV-14,111 min,"Dramas, Independent Movies, International Movies",2021,9,Independent Movies
s31,Movie,Ankahi Kahaniya,"Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary",Not Given,2021-09-17,2021,TV-14,111 min,"Dramas, Independent Movies, International Movies",2021,9,International Movies
s36,Movie,The Father Who Moves Mountains,Daniel Sandu,Not Given,2021-09-17,2021,TV-MA,110 min,"Dramas, International Movies, Thrillers",2021,9,Dramas
s36,Movie,The Father Who Moves Mountains,Daniel Sandu,Not Given,2021-09-17,2021,TV-MA,110 min,"Dramas, International Movies, Thrillers",2021,9,International Movies
s36,Movie,The Father Who Moves Mountains,Daniel Sandu,Not Given,2021-09-17,2021,TV-MA,110 min,"Dramas, International Movies, Thrillers",2021,9,Thrillers
s37,Movie,The Stronghold,Cédric Jimenez,Not Given,2021-09-17,2021,TV-MA,105 min,"Action & Adventure, Dramas, International Movies",2021,9,Action & Adventure
s37,Movie,The Stronghold,Cédric Jimenez,Not Given,2021-09-17,2021,TV-MA,105 min,"Action & Adventure, Dramas, International Movies",2021,9,Dramas
s37,Movie,The Stronghold,Cédric Jimenez,Not Given,2021-09-17,2021,TV-MA,105 min,"Action & Adventure, Dramas, International Movies",2021,9,International Movies
s39,Movie,Birth of the Dragon,George Nolfi,China,2021-09-16,2017,PG-13,96 min,"Action & Adventure, Dramas",2021,9,Action & Adventure
s39,Movie,Birth of the Dragon,George Nolfi,China,2021-09-16,2017,PG-13,96 min,"Action & Adventure, Dramas",2021,9,Dramas
s48,TV Show,The Smart Money Woman,Bunmi Ajakaiye,South Africa,2021-09-16,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,9,International TV Shows
s48,TV Show,The Smart Money Woman,Bunmi Ajakaiye,South Africa,2021-09-16,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,9,Romantic TV Shows
s48,TV Show,The Smart Money Woman,Bunmi Ajakaiye,South Africa,2021-09-16,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,9,TV Comedies
s76,Movie,You vs. Wild: Out Cold,Ben Simms,United States,2021-09-14,2021,TV-G,106 min,Children & Family Movies,2021,9,Children & Family Movies
s42,Movie,Jaws,Steven Spielberg,United States,2021-09-16,1975,PG,124 min,"Action & Adventure, Classic Movies, Dramas",2021,9,Action & Adventure
s42,Movie,Jaws,Steven Spielberg,United States,2021-09-16,1975,PG,124 min,"Action & Adventure, Classic Movies, Dramas",2021,9,Classic Movies
s42,Movie,Jaws,Steven Spielberg,United States,2021-09-16,1975,PG,124 min,"Action & Adventure, Classic Movies, Dramas",2021,9,Dramas
s43,Movie,Jaws 2,Jeannot Szwarc,United States,2021-09-16,1978,PG,116 min,"Dramas, Horror Movies, Thrillers",2021,9,Dramas
s43,Movie,Jaws 2,Jeannot Szwarc,United States,2021-09-16,1978,PG,116 min,"Dramas, Horror Movies, Thrillers",2021,9,Horror Movies
s43,Movie,Jaws 2,Jeannot Szwarc,United States,2021-09-16,1978,PG,116 min,"Dramas, Horror Movies, Thrillers",2021,9,Thrillers
s44,Movie,Jaws 3,Joe Alves,United States,2021-09-16,1983,PG,98 min,"Action & Adventure, Horror Movies, Thrillers",2021,9,Action & Adventure
s44,Movie,Jaws 3,Joe Alves,United States,2021-09-16,1983,PG,98 min,"Action & Adventure, Horror Movies, Thrillers",2021,9,Horror Movies
s44,Movie,Jaws 3,Joe Alves,United States,2021-09-16,1983,PG,98 min,"Action & Adventure, Horror Movies, Thrillers",2021,9,Thrillers
s45,Movie,Jaws: The Revenge,Joseph Sargent,United States,2021-09-16,1987,PG-13,91 min,"Action & Adventure, Horror Movies, Thrillers",2021,9,Action & Adventure
s45,Movie,Jaws: The Revenge,Joseph Sargent,United States,2021-09-16,1987,PG-13,91 min,"Action & Adventure, Horror Movies, Thrillers",2021,9,Horror Movies
s45,Movie,Jaws: The Revenge,Joseph Sargent,United States,2021-09-16,1987,PG-13,91 min,"Action & Adventure, Horror Movies, Thrillers",2021,9,Thrillers
s47,Movie,Safe House,Daniel Espinosa,South Africa,2021-09-16,2012,R,115 min,Action & Adventure,2021,9,Action & Adventure
s49,Movie,Training Day,Antoine Fuqua,United States,2021-09-16,2001,R,122 min,"Dramas, Thrillers",2021,9,Dramas
s49,Movie,Training Day,Antoine Fuqua,United States,2021-09-16,2001,R,122 min,"Dramas, Thrillers",2021,9,Thrillers
s1093,Movie,Dolly Parton: A MusiCares Tribute,Not Given,Pakistan,2021-04-07,2021,TV-PG,55 min,"Documentaries, Music & Musicals",2021,4,Documentaries
s1093,Movie,Dolly Parton: A MusiCares Tribute,Not Given,Pakistan,2021-04-07,2021,TV-PG,55 min,"Documentaries, Music & Musicals",2021,4,Music & Musicals
s195,TV Show,Deadly Sins,Not Given,Pakistan,2021-08-27,2002,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,8,International TV Shows
s195,TV Show,Deadly Sins,Not Given,Pakistan,2021-08-27,2002,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,8,Spanish-Language TV Shows
s195,TV Show,Deadly Sins,Not Given,Pakistan,2021-08-27,2002,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,8,TV Dramas
s52,Movie,InuYasha the Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,Japan,2021-09-15,2002,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",2021,9,Action & Adventure
s52,Movie,InuYasha the Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,Japan,2021-09-15,2002,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",2021,9,Anime Features
s52,Movie,InuYasha the Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,Japan,2021-09-15,2002,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",2021,9,International Movies
s53,Movie,InuYasha the Movie 3: Swords of an Honorable Ruler,Toshiya Shinohara,Japan,2021-09-15,2003,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",2021,9,Action & Adventure
s53,Movie,InuYasha the Movie 3: Swords of an Honorable Ruler,Toshiya Shinohara,Japan,2021-09-15,2003,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",2021,9,Anime Features
s53,Movie,InuYasha the Movie 3: Swords of an Honorable Ruler,Toshiya Shinohara,Japan,2021-09-15,2003,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",2021,9,International Movies
s54,Movie,InuYasha the Movie 4: Fire on the Mystic Island,Toshiya Shinohara,Japan,2021-09-15,2004,TV-PG,88 min,"Action & Adventure, Anime Features, International Movies",2021,9,Action & Adventure
s54,Movie,InuYasha the Movie 4: Fire on the Mystic Island,Toshiya Shinohara,Japan,2021-09-15,2004,TV-PG,88 min,"Action & Adventure, Anime Features, International Movies",2021,9,Anime Features
s54,Movie,InuYasha the Movie 4: Fire on the Mystic Island,Toshiya Shinohara,Japan,2021-09-15,2004,TV-PG,88 min,"Action & Adventure, Anime Features, International Movies",2021,9,International Movies
s55,Movie,InuYasha the Movie: Affections Touching Across Time,Toshiya Shinohara,Japan,2021-09-15,2001,TV-PG,100 min,"Action & Adventure, Anime Features, International Movies",2021,9,Action & Adventure
s55,Movie,InuYasha the Movie: Affections Touching Across Time,Toshiya Shinohara,Japan,2021-09-15,2001,TV-PG,100 min,"Action & Adventure, Anime Features, International Movies",2021,9,Anime Features
s55,Movie,InuYasha the Movie: Affections Touching Across Time,Toshiya Shinohara,Japan,2021-09-15,2001,TV-PG,100 min,"Action & Adventure, Anime Features, International Movies",2021,9,International Movies
s198,TV Show,I Heart Arlo,Not Given,Pakistan,2021-08-27,2021,TV-Y7,1 Season,"Kids' TV, TV Comedies",2021,8,Kids' TV
s198,TV Show,I Heart Arlo,Not Given,Pakistan,2021-08-27,2021,TV-Y7,1 Season,"Kids' TV, TV Comedies",2021,8,TV Comedies
s56,TV Show,Nailed It,Not Given,United States,2021-09-15,2021,TV-PG,6 Seasons,Reality TV,2021,9,Reality TV
s498,TV Show,Cat People,Not Given,Pakistan,2021-07-07,2021,TV-14,1 Season,Docuseries,2021,7,Docuseries
s214,TV Show,RIDE ON TIME,Not Given,Pakistan,2021-08-27,2021,TV-PG,3 Seasons,"Docuseries, International TV Shows",2021,8,Docuseries
s214,TV Show,RIDE ON TIME,Not Given,Pakistan,2021-08-27,2021,TV-PG,3 Seasons,"Docuseries, International TV Shows",2021,8,International TV Shows
s219,TV Show,Titletown High,Not Given,Pakistan,2021-08-27,2021,TV-14,1 Season,"Reality TV, Teen TV Shows",2021,8,Reality TV
s219,TV Show,Titletown High,Not Given,Pakistan,2021-08-27,2021,TV-14,1 Season,"Reality TV, Teen TV Shows",2021,8,Teen TV Shows
s225,TV Show,Motel Makeover,Not Given,Pakistan,2021-08-25,2021,TV-14,1 Season,"International TV Shows, Reality TV",2021,8,International TV Shows
s225,TV Show,Motel Makeover,Not Given,Pakistan,2021-08-25,2021,TV-14,1 Season,"International TV Shows, Reality TV",2021,8,Reality TV
s226,TV Show,Open Your Eyes,Not Given,Pakistan,2021-08-25,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2021,8,International TV Shows
s226,TV Show,Open Your Eyes,Not Given,Pakistan,2021-08-25,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2021,8,TV Dramas
s226,TV Show,Open Your Eyes,Not Given,Pakistan,2021-08-25,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2021,8,TV Mysteries
s227,TV Show,Post Mortem: No One Dies in Skarnes,Not Given,Pakistan,2021-08-25,2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2021,8,International TV Shows
s227,TV Show,Post Mortem: No One Dies in Skarnes,Not Given,Pakistan,2021-08-25,2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2021,8,TV Comedies
s227,TV Show,Post Mortem: No One Dies in Skarnes,Not Given,Pakistan,2021-08-25,2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2021,8,TV Dramas
s46,Movie,My Heroes Were Cowboys,Tyler Greco,Not Given,2021-09-16,2021,PG,23 min,Documentaries,2021,9,Documentaries
s57,Movie,Naruto Shippuden the Movie: Blood Prison,Masahiko Murata,Japan,2021-09-15,2011,TV-14,102 min,"Action & Adventure, Anime Features, International Movies",2021,9,Action & Adventure
s57,Movie,Naruto Shippuden the Movie: Blood Prison,Masahiko Murata,Japan,2021-09-15,2011,TV-14,102 min,"Action & Adventure, Anime Features, International Movies",2021,9,Anime Features
s57,Movie,Naruto Shippuden the Movie: Blood Prison,Masahiko Murata,Japan,2021-09-15,2011,TV-14,102 min,"Action & Adventure, Anime Features, International Movies",2021,9,International Movies
